Titulo,Codigo Postal,Precio,Recamaras,Banos,Estacionamientos,NoPisos,Edad,Area Terreno,Area Construida,Tamaño Jardin
 Colonia Lagos de Oriente,44770,2950000.0,2.0,1.0,1.0,3.0,0.0,270.0,285.0,
 Colonia Miravalle,44990,380000.0,3.0,2.0,2.0,2.0,18.0,82.0,140.0,
 Colonia Prados Del Nilo,44840,1563594.0,4.0,3.0,2.0,2.0,20.0,280.0,360.0,
 Colonia Jardines del Bosque Centro,44520,15260000.0,5.0,4.0,2.0,67.0,561.0,515.0,,
 Colonia Jardines de La Cruz 1a. Sección,44950,471000.0,3.0,2.0,2.0,2.0,2.0,130.0,130.0,130.0
 Colonia Ladrón de Guevara,44600,7700000.0,5.0,5.0,1.0,0.0,126.0,186.0,,
 Colonia Bosques de La Victoria,44540,10610000.0,7.0,4.0,2.0,0.0,420.0,437.0,,
 Colonia Circunvalación Belisario,44330,2960000.0,2.0,1.0,2.0,1.0,12.0,216.0,126.0,90.0
 Colonia Lázaro Cárdenas,44490,3410000.0,3.0,2.0,1.0,2.0,20.0,137.0,244.0,
 Colonia Balcones de La Joya,44390,1500000.0,2.0,1.0,1.0,2.0,16.0,59.0,84.0,
 Guadalajara,44960,2800000.0,5.0,3.0,0.0,100.0,190.0,,,
 Colonia Río Verde Oblatos,44700,2750000.0,4.0,2.0,1.0,0.0,,,,
 Colonia Jardines de los Arcos,44500,8490000.0,5.0,3.0,2.0,0.0,190.0,350.0,,
 Colonia Chapalita,44500,17363075.0,4.0,4.0,4.0,1.0,0.0,380.0,400.0,
 Colonia Colomos Providencia,44660,17000000.0,3.0,3.0,2.0,0.0,362.0,445.0,,
 Colonia Italia Providencia,44648,15990000.0,4.0,5.0,3.0,0.0,302.0,377.0,,
 Colonia Colomos Providencia,44660,10800000.0,3.0,2.0,3.0,2.0,30.0,353.0,298.0,
 Colonia La Loma,44410,3300000.0,3.0,3.0,2.0,2.0,40.0,125.0,148.0,
 Colonia Atlas,44870,649000.0,3.0,2.0,1.0,0.0,120.0,,,
 Colonia Rancho Nuevo 1ra. Sección,44240,2000000.0,2.0,1.0,2.0,1.0,8.0,131.0,122.0,
 Colonia Medrano,44410,4000000.0,6.0,3.0,2.0,0.0,,,,
 Colonia Santa Elena Alcalde Oriente,44220,4200000.0,5.0,3.0,2.0,0.0,140.0,210.0,,
 Colonia Bosques de La Victoria,44540,510000.0,3.0,3.0,2.0,2.0,15.0,140.0,300.0,20.0
 Colonia Oblatos,44700,1850000.0,2.0,2.0,1.0,2.0,20.0,82.0,162.0,
 Colonia Americana,44160,30000000.0,7.0,2.0,4.0,114.0,907.0,885.0,,
 Colonia Rojas Ladrón de Guevara,44650,10000000.0,3.0,2.0,2.0,0.0,148.0,265.0,,
 Colonia Lomas de Providencia,44647,9900000.0,4.0,3.0,2.0,45.0,375.0,354.0,,
 Colonia Jardines del Bosque Centro,44520,17500000.0,3.0,4.0,4.0,0.0,313.0,550.0,,
 Colonia Colinas de La Normal,44270,350000.0,4.0,2.0,2.0,2.0,0.0,212.0,425.0,
 Colonia Ampliación Lagos de Oriente,44790,648000.0,3.0,2.0,1.0,2.0,40.0,96.0,137.0,
 Colonia Joaquín Aarón,44768,1260176.0,4.0,2.0,1.0,0.0,200.0,,,
 Colonia Atlas Poniente,44870,780000.0,6.0,3.0,3.0,2.0,10.0,250.0,250.0,
 Colonia Atlas Poniente,44870,780000.0,6.0,3.0,3.0,2.0,10.0,250.0,250.0,
 Colonia Villa Hermosa,44948,6900000.0,6.0,3.0,2.0,2.0,37.0,440.0,320.0,
 Colonia San Juan de Dios,44360,21000000.0,0.0,,,,,,,
 Colonia Jardines del Bosque Centro,44520,23500000.0,4.0,6.0,2.0,0.0,800.0,644.0,,
 Colonia Fraccionamiento Residencial Victoria,44560,9000000.0,4.0,3.0,2.0,35.0,320.0,273.0,,
 Colonia Independencia,44290,510000.0,3.0,2.0,1.0,2.0,5.0,180.0,220.0,100.0
 Colonia Circunvalación Guevara,44680,9300000.0,5.0,5.0,5.0,2.0,40.0,206.0,324.0,
 Colonia Libertad,44750,1850000.0,0.0,159.0,192.0,,,,,
 Colonia Prados de Providencia,44670,7350000.0,7.0,6.0,3.0,3.0,34.0,250.0,395.0,
 Colonia Residencial Chapalita,44500,12950000.0,4.0,4.0,4.0,326.0,600.0,372.0,,
 Colonia Monumental,44320,3700000.0,3.0,2.0,2.0,0.0,121.0,140.0,,
 Colonia Monraz,44670,11000000.0,4.0,4.0,2.0,3.0,10.0,152.0,315.0,
 Guadalajara,44610,18500000.0,3.0,4.0,4.0,31.0,329.0,526.0,,
 Colonia Jardines del Bosque Norte,44520,7499999.0,4.0,3.0,2.0,2.0,25.0,280.0,415.0,
 Colonia Jardines del Bosque Norte,44520,7499999.0,4.0,3.0,2.0,2.0,25.0,280.0,415.0,
 Colonia Providencia 3a Secc,44630,680000.0,4.0,3.0,1.0,1.0,0.0,290.0,330.0,
 Colonia Rinconada de La Arboleda,44549,10500000.0,4.0,5.0,2.0,2.0,25.0,300.0,377.0,
 Colonia Colomos Independencia,44240,4550000.0,4.0,3.0,2.0,2.0,0.0,225.0,323.0,
 Colonia Jardines Del Rosario,44890,4200000.0,4.0,3.0,2.0,2.0,0.0,206.0,263.0,
 Colonia San Miguel de Huentitán El Alto 1a Secc,44300,3090000.0,3.0,3.0,0.0,90.0,140.0,,,
 Colonia Jardines Del Sur,44950,635000.0,4.0,3.0,1.0,2.0,0.0,135.0,190.0,
 Guadalajara,44987,2200000.0,3.0,1.0,0.0,,,,,
 Colonia Blanco y Cuellar 1ra.,44730,4900000.0,6.0,3.0,1.0,1.0,60.0,412.0,396.0,
 Colonia Colomos Providencia,44660,17000000.0,3.0,5.0,2.0,0.0,361.0,409.0,,
 Colonia Colón,44920,5700000.0,4.0,2.0,1.0,39.0,180.0,318.0,,
 Colonia Miguel Hidalgo,44760,552000.0,2.0,1.0,1.0,1.0,0.0,120.0,95.0,
 Colonia Balcones de Huentitán,44250,512853.0,2.0,2.0,1.0,0.0,65.0,,,
 Colonia Huentitán El Bajo,44250,500000.0,3.0,2.0,1.0,2.0,10.0,110.0,85.0,
 Colonia Jesús Garcia,44656,9400000.0,5.0,3.0,2.0,2.0,27.0,261.0,351.0,
 Colonia Higuerillas 2a Secc,44470,510000.0,2.0,1.0,1.0,2.0,8.0,103.0,120.0,
 Colonia Fraccionamiento Residencial Victoria,44560,16490000.0,2.0,3.0,6.0,0.0,603.0,434.0,,
 Guadalajara,44790,2199000.0,2.0,1.0,1.0,0.0,55.0,152.0,,
 Colonia Colomos Providencia,44660,15500000.0,4.0,5.0,2.0,0.0,286.0,314.0,,
 Colonia Barrio Mezquitan,44260,5000000.0,7.0,2.0,3.0,24.0,260.0,253.0,,
 Colonia Joaquín Aarón,44768,425000.0,1.0,2.0,1.0,2.0,8.0,120.0,120.0,
 Colonia Los Arrayanes,44766,512000.0,3.0,2.0,1.0,0.0,149.0,,,
 Colonia Country Club,44610,20500000.0,5.0,6.0,5.0,20100101.0,426.0,590.0,,
 Colonia Villa Hermosa,44948,6900000.0,6.0,3.0,3.0,2.0,0.0,440.0,324.0,
 Colonia El Porvenir Unidad Hogar,44730,3990000.0,4.0,3.0,1.0,44.0,142.0,208.0,,
 Colonia Verde Valle,44550,10900000.0,4.0,5.0,4.0,2.0,25.0,275.0,430.0,
 Colonia Chapalita,44500,12500000.0,4.0,5.0,3.0,2.0,50.0,350.0,450.0,1.0
 Colonia Higuerillas 2a Secc,44470,1490000.0,3.0,1.0,2.0,25.0,62.0,119.0,,
 Colonia Colomos Providencia,44660,9190000.0,3.0,3.0,2.0,0.0,250.0,225.0,,
 Colonia San Ramón,44370,5995000.0,4.0,3.0,2.0,0.0,302.0,280.0,,
 Guadalajara,44520,7800000.0,4.0,4.0,3.0,0.0,275.0,301.0,,
 Colonia Jardines del Bosque Norte,44520,8990000.0,3.0,3.0,3.0,15.0,291.0,361.0,,
 Colonia Arandas,44720,395000.0,3.0,2.0,1.0,2.0,16.0,95.0,136.0,
 Colonia Beatriz Hernández,44760,997850.0,3.0,2.0,2.0,0.0,120.0,,,
 Colonia Jardines de La Cruz 1a. Sección,44950,4489000.0,4.0,4.0,1.0,3.0,0.0,132.0,213.0,6.0
 Colonia Margarita Maza de Juárez,44300,2360000.0,4.0,2.0,1.0,30.0,121.0,206.0,,
 Colonia Chapultepec Country,44620,6900000.0,4.0,3.0,2.0,2.0,0.0,269.0,190.0,75.0
 Colonia Villa La Victoria,44535,8100000.0,4.0,2.0,4.0,40.0,337.0,242.0,,
 Colonia Independencia,44290,3600000.0,7.0,3.0,1.0,0.0,128.0,184.0,,
 Colonia Fraccionamiento Residencial Victoria,44560,24000000.0,5.0,5.0,4.0,0.0,700.0,983.0,,
 Colonia Independencia,44290,460000.0,3.0,2.0,1.0,2.0,13.0,180.0,220.0,
 Colonia Jardines del Bosque Centro,44520,6950000.0,3.0,2.0,2.0,1.0,0.0,245.0,274.0,
 Colonia Colinas de San Javier,44660,47000000.0,4.0,3.0,6.0,2.0,20.0,820.0,740.0,
 Colonia San Miguel de Mezquitan,44260,8600000.0,3.0,2.0,6.0,2.0,40.0,439.0,238.0,
 Colonia Lomas de Providencia,44647,8850000.0,4.0,3.0,2.0,50.0,251.0,289.0,,
 Colonia Independencia,44290,4600000.0,4.0,2.0,1.0,2.0,30.0,257.0,314.0,
 Colonia Italia Providencia,44648,10650000.0,2.0,32.0,299.0,364.0,,,,
 Colonia Colomos Providencia,44660,9500000.0,3.0,2.0,2.0,40.0,250.0,384.0,,
 Colonia El Retiro,44280,3500000.0,6.0,4.0,56.0,240.0,159.0,,,
 Colonia El Rosario,44890,450000.0,3.0,2.0,2.0,2.0,11.0,130.0,,
 Colonia Jardines El Sauz,44987,4100000.0,3.0,2.0,2.0,1.0,117.0,168.0,,
 Colonia Ladrón de Guevara,44600,7990000.0,5.0,3.0,2.0,3.0,53.0,276.0,366.0,
 Guadalajara,44660,12200000.0,3.0,3.0,2.0,0.0,355.0,400.0,,
 Colonia Arcos Vallarta,44130,9880000.0,4.0,3.0,3.0,0.0,266.0,406.0,,
 Colonia Independencia Oriente,44340,6000000.0,5.0,4.0,2.0,2.0,44.0,301.0,345.0,
 Colonia Bosques de La Victoria,44540,7500000.0,3.0,5.0,3.0,3.0,0.0,134.0,241.0,
 Colonia Alcalde Barranquitas,44270,2700000.0,3.0,5.0,1.0,3.0,22.0,76.0,160.0,
 Colonia Vallarta San Jorge,44690,10700000.0,3.0,3.0,2.0,0.0,256.0,338.0,,
 Colonia Independencia,44290,3450000.0,3.0,1.0,2.0,0.0,238.0,50.0,,
 Colonia Parque Industrial El Álamo,44490,3700000.0,3.0,2.0,2.0,2.0,0.0,97.0,153.0,10.0
 Colonia Verde Valle,44550,8990000.0,4.0,2.0,4.0,0.0,308.0,273.0,,
 Colonia Arcos Vallarta,44130,25800000.0,4.0,5.0,6.0,0.0,789.0,838.0,,
 Colonia Jardines del Bosque Norte,44520,8900000.0,4.0,3.0,2.0,0.0,378.0,374.0,,
 Colonia Obrera,44420,8500000.0,3.0,3.0,6.0,36.0,375.0,431.0,,
 Colonia Jardines Alcalde,44298,700000.0,5.0,2.0,2.0,2.0,1.0,135.0,270.0,
 Colonia Del Sur,44920,3950000.0,3.0,3.0,1.0,0.0,251.0,206.0,,
 Colonia Sagrado Corazón,44360,5500000.0,9.0,3.0,2.0,3.0,80.0,188.0,378.0,
 Colonia Bosques de La Victoria,44540,790000.0,5.0,3.0,3.0,2.0,18.0,227.0,350.0,
 Colonia Arcos Vallarta,44130,21000000.0,4.0,6.0,3.0,0.0,483.0,514.0,,
 Colonia Obrera,44420,600000.0,4.0,3.0,2.0,2.0,13.0,150.0,310.0,
 Colonia Tepopote,44910,5450000.0,7.0,4.0,3.0,2.0,84.0,274.0,299.0,
 Colonia Jardines Del Sur,44950,3950000.0,3.0,2.0,2.0,0.0,116.0,180.0,,
 Colonia Villas Del Nilo,44824,3199000.0,2.0,1.0,2.0,0.0,85.0,,,
 Colonia Jardines Alcalde,44298,699000.0,3.0,2.0,2.0,2.0,0.0,195.0,245.0,
 Colonia Fraccionamiento Residencial Victoria,44560,9200000.0,3.0,2.0,3.0,0.0,250.0,256.0,,
 Colonia Jardines de La Cruz 1a. Sección,44950,471000.0,3.0,1.0,1.0,2.0,0.0,140.0,140.0,
 Guadalajara,44400,5950000.0,3.0,3.0,3.0,0.0,207.0,240.0,,
 Colonia El Mirador,44370,1889305.0,4.0,2.0,1.0,0.0,100.0,,,
 Colonia Jardines de San José,44950,612000.0,3.0,2.0,1.0,2.0,8.0,120.0,120.0,
 Colonia Santa Elena Alcalde Poniente,44220,5500000.0,4.0,4.0,1.0,11.0,142.0,200.0,,
 Colonia Mezquitan Country,44260,3500000.0,3.0,1.0,1.0,3.0,12.0,69.0,160.0,
 Colonia Valentín Gómez Farías,44420,2300000.0,1.0,1.0,2.0,0.0,170.0,271.0,,
 Colonia Ampliación Talpita,44719,4700000.0,2.0,4.0,5.0,1.0,204.0,210.0,,
 Colonia Heliodoro Hernández Loza 2a Secc,44720,2600000.0,5.0,2.0,2.0,3.0,18.0,140.0,200.0,
 Colonia Santa Teresita,44600,4850000.0,2.0,1.0,0.0,141.0,236.0,,,
 Colonia Monumental,44320,6200000.0,4.0,2.0,1.0,58.0,320.0,228.0,,
 Colonia Alcalde Barranquitas,44270,6800000.0,7.0,3.0,2.0,2.0,0.0,224.0,300.0,
 Colonia Valentín Gómez Farías,44420,1550000.0,4.0,2.0,1.0,2.0,0.0,147.0,160.0,
 Colonia Heliodoro Hernández Loza 1a Secc,44720,2400000.0,4.0,2.0,0.0,101.0,195.0,,,
 Colonia El Retiro,44280,2500000.0,4.0,1.0,56.0,212.0,189.0,,,
 Guadalajara,44100,70000000.0,6.0,8.0,10.0,0.0,2450.0,800.0,,
 Colonia Jardines del Bosque Norte,44520,6200000.0,4.0,4.0,1.0,2.0,0.0,209.0,309.0,
 Colonia Sagrada Familia,44200,4400000.0,3.0,2.0,1.0,1.0,30.0,135.0,115.0,
 Colonia Colinas de San Javier,44660,33000000.0,5.0,4.0,2.0,49.0,942.0,650.0,,
 Colonia Villaseñor,44600,1030400.0,2.0,1.0,0.0,,,,,
 Colonia Santa Elena de La Cruz,44230,3750000.0,3.0,2.0,1.0,0.0,245.0,365.0,,
 Colonia San Isidro,44740,13000000.0,4.0,4.0,4.0,13.0,920.0,549.0,,
 Colonia Eulogio Parra,44670,21960000.0,3.0,3.0,2.0,30.0,585.0,677.0,,
 Colonia Medrano,44410,2899000.0,2.0,33.0,183.0,210.0,,,,
 Colonia Barrera,44150,23000000.0,4.0,4.0,1.0,204.0,659.0,,,
 Colonia Providencia 2a Secc,44630,15500000.0,4.0,5.0,2.0,2.0,0.0,286.0,314.0,
 Colonia Monraz,44670,21960000.0,3.0,4.0,2.0,1.0,30.0,585.0,677.0,
 Colonia Prados Del Nilo,44840,1563594.0,4.0,3.0,2.0,2.0,0.0,280.0,360.0,15.0
 Colonia San Felipe,44380,12500000.0,6.0,6.0,6.0,3.0,35.0,770.0,1000.0,
 Colonia Magaña,44800,1970000.0,3.0,2.0,2.0,0.0,70.0,111.0,,
 Colonia Ladrón de Guevara,44600,7100000.0,6.0,3.0,2.0,71.0,280.0,366.0,,
 Colonia Prados de Providencia,44670,9500000.0,5.0,3.0,2.0,51.0,300.0,295.0,,
 Colonia Bosques de La Victoria,44540,790000.0,1.0,1.0,3.0,1.0,0.0,227.0,350.0,
 Colonia Autocinema,44230,1350000.0,3.0,3.0,2.0,1.0,24.0,139.0,160.0,
 Colonia Jardines del Nilo Norte,44860,12900000.0,4.0,3.0,4.0,3.0,10.0,432.0,615.0,
 Colonia Providencia 3a Secc,44630,8700000.0,3.0,4.0,2.0,2.0,30.0,265.0,350.0,
 Colonia Providencia 3a Secc,44630,8290000.0,3.0,2.0,3.0,1.0,30.0,196.0,192.0,
 Colonia Del Sur,44920,2950000.0,3.0,3.0,2.0,2.0,0.0,103.0,183.0,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,4100000.0,3.0,2.0,2.0,1.0,0.0,211.0,,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,4100000.0,3.0,2.0,2.0,1.0,0.0,211.0,,
 Colonia San Miguel de Huentitán El Alto 1a Secc,44300,2490000.0,3.0,1.0,2.0,2.0,10.0,88.0,101.0,
 Colonia Providencia Sur,44658,6850000.0,3.0,3.0,2.0,2.0,20.0,142.0,189.0,5.0
 Colonia Bosques de La Victoria,44540,8000000.0,5.0,6.0,2.0,2.0,24.0,370.0,402.0,
 Colonia Del Fresno 1a. Sección,44900,2750000.0,3.0,2.0,1.0,2.0,45.0,145.0,280.0,
 Colonia Niños Héroes,44260,1800000.0,2.0,1.0,2.0,25.0,70.0,37.0,,
 Colonia Colinas de San Javier,44660,65000000.0,4.0,4.0,4.0,2.0,1.0,1000.0,1000.0,
 Colonia Ladrón de Guevara,44600,10623080.0,3.0,3.0,1.0,19.0,0.0,171.0,171.0,
 Colonia Lagos de Oriente 2a. Sección,44770,1750000.0,2.0,2.0,2.0,2.0,31.0,100.0,209.0,
 Colonia Sagrado Corazón,44360,15500000.0,4.0,4.0,4.0,2.0,0.0,287.0,350.0,
 Colonia Colinas de San Javier,44660,43900000.0,4.0,7.0,4.0,28.0,1018.0,783.0,,
 Colonia Mezquitan Country,44260,3500000.0,3.0,1.0,2.0,1.0,50.0,141.0,138.0,
 Colonia Providencia 2a Secc,44630,10599000.0,9.0,6.0,1.0,2.0,43.0,210.0,419.0,
 Guadalajara,44250,8000000.0,5.0,5.0,4.0,0.0,178.0,698.0,,
 Colonia Tetlán,44820,2100000.0,2.0,1.0,1.0,0.0,100.0,120.0,,
 Colonia Analco,44450,6500000.0,5.0,3.0,2.0,1.0,50.0,736.0,629.0,
 Colonia Colinas de La Normal,44270,6000000.0,7.0,5.0,1.0,3.0,50.0,256.0,391.0,
 Colonia Joaquín Aarón,44768,7800000.0,4.0,2.0,2.0,0.0,240.0,144.0,,
 Colonia San Carlos,44460,2797000.0,3.0,2.0,2.0,2.0,15.0,76.0,95.0,
 Colonia Lomas Santa Rita,44678,985000.0,4.0,2.0,2.0,2.0,0.0,425.0,220.0,
 Colonia Aldama Tetlán,44820,4250000.0,6.0,2.0,2.0,40.0,217.0,381.0,,
 Colonia El Retiro,44280,3500000.0,7.0,2.0,56.0,124.0,210.0,,,
 Colonia Lomas del Valle,44670,30000000.0,4.0,5.0,8.0,0.0,1018.0,590.0,,
 Colonia Villaseñor,44600,323472.0,3.0,2.0,1.0,0.0,90.0,,,
 Colonia Italia,44658,15300000.0,4.0,3.0,2.0,0.0,448.0,,,
 Colonia Verde Valle,44550,8470000.0,3.0,2.0,4.0,2.0,37.0,245.0,337.0,
 Colonia Jardines del Bosque Centro,44520,7500000.0,4.0,3.0,2.0,2.0,20.0,280.0,415.0,80.0
 Colonia 5 de Mayo,44970,621638.0,3.0,2.0,1.0,0.0,180.0,,,
 Colonia Huentitán El Alto,44390,3450000.0,4.0,3.0,2.0,2.0,24.0,166.0,182.0,
 Colonia Del Fresno 1a. Sección,44900,1950000.0,3.0,1.0,49.0,150.0,170.0,,,
 Colonia La Normal,44260,6400000.0,7.0,5.0,1.0,0.0,258.0,401.0,,
 Colonia Bosques de La Victoria,44540,14950000.0,4.0,4.0,6.0,41.0,620.0,470.0,,
 Colonia Lomas del Valle,44670,16995000.0,4.0,3.0,4.0,26.0,369.0,589.0,,
 Colonia Blanco y Cuellar 1ra.,44730,3000000.0,8.0,4.0,1.0,2.0,40.0,143.0,273.0,
 Colonia Residencial Chapalita,44500,12950000.0,4.0,4.0,4.0,44.0,600.0,372.0,,
 Colonia Guadalajara Centro,44100,7999999.0,4.0,3.0,0.0,734.0,975.0,,,
 Colonia Lomas de Independencia,44240,1390157.0,3.0,2.0,1.0,2.0,13.0,96.0,96.0,
 Colonia Fraccionamiento Residencial Victoria,44560,14000000.0,5.0,5.0,4.0,0.0,248.0,460.0,,
 Colonia Los Arrayanes,44766,1895000.0,3.0,1.0,1.0,1.0,0.0,94.0,65.0,
 Colonia San Juan de Dios,44360,8999999.0,4.0,3.0,7.0,2.0,2.0,378.0,200.0,
 Colonia Rinconada San Andres Poniente,44730,2000000.0,2.0,1.0,1.0,0.0,57.0,95.0,,
 Colonia Vallarta Norte,44690,12300000.0,9.0,9.0,3.0,2.0,20.0,400.0,600.0,
 Colonia Quinta Velarde,44430,4950000.0,3.0,2.0,3.0,2.0,18.0,165.0,255.0,
 Colonia Santa Mónica,44220,3130000.0,4.0,1.0,1.0,1.0,16.0,180.0,130.0,20.0
 Guadalajara,44100,67000000.0,5.0,5.0,0.0,1200.0,1010.0,,,
 Colonia La Aurora,44460,2000000.0,4.0,2.0,20.0,230.0,140.0,,,
 Colonia Nueva España,44980,321284.0,2.0,1.0,0.0,60.0,,,,
 Colonia Arcos Vallarta,44130,5000000.0,4.0,2.0,1.0,0.0,153.0,187.0,,
 Colonia Independencia Oriente,44340,5700000.0,4.0,2.0,3.0,10.0,234.0,300.0,,
 Colonia Country Club,44610,710000.0,3.0,2.0,1.0,1.0,10.0,160.0,200.0,20.0
 Guadalajara,44500,13250000.0,6.0,5.0,3.0,0.0,375.0,470.0,,
 Colonia Rojas Ladrón de Guevara,44650,6700000.0,5.0,1.0,4.0,61.0,229.0,215.0,,
 Colonia Ciudad Universitaria,44840,6000000.0,7.0,4.0,7.0,39.0,500.0,500.0,,
 Colonia Tetlán II,44820,4250000.0,6.0,3.0,2.0,1.0,40.0,217.0,381.0,
 Colonia Huentitán El Bajo,44250,6000000.0,7.0,2.0,3.0,46.0,399.0,358.0,,
 Colonia Lomas del Paraíso 2a. Sección,44250,2800000.0,4.0,2.0,1.0,30.0,240.0,190.0,,
 Colonia Arcos Vallarta,44130,17000000.0,10.0,10.0,4.0,0.0,633.0,700.0,,
 Colonia Cantarranas,44829,470000.0,2.0,2.0,1.0,2.0,0.0,140.0,,
 Colonia Heliodoro Hernández Loza 2a Secc,44720,2795000.0,5.0,2.0,1.0,0.0,162.0,,,
 Colonia El Manantial,44860,650000.0,4.0,2.0,2.0,2.0,0.0,188.0,250.0,
 Colonia Javier Mina,44799,5800000.0,8.0,5.0,4.0,0.0,450.0,323.0,,
 Colonia Monumental,44320,6300000.0,3.0,3.0,3.0,0.0,201.0,280.0,,
 Colonia Huentitán El Alto,44390,2400000.0,3.0,2.0,1.0,2.0,10.0,59.0,68.0,
 Guadalajara,44257,12415000.0,0.0,,,,,,,
 Colonia Beatriz Hernández,44760,1750000.0,4.0,2.0,1.0,2.0,30.0,112.0,,
 Colonia Guadalajara Centro,44100,10800000.0,19.0,19.0,2.0,39.0,420.0,406.0,,
 Colonia San Carlos,44460,2490000.0,6.0,2.0,1.0,2.0,30.0,110.0,216.0,
 Colonia San Juan de Dios,44360,790000.0,3.0,1.0,1.0,74.0,90.0,90.0,,
 Colonia Colomos Providencia,44660,11500000.0,3.0,2.0,3.0,2.0,35.0,320.0,422.0,
 Colonia Santa Teresita,44600,4100000.0,3.0,3.0,1.0,2.0,40.0,193.0,162.0,
 Colonia Santa Mónica,44220,6950000.0,6.0,4.0,3.0,1.0,0.0,256.0,354.0,
 Colonia San Juan Bosco,44730,3300000.0,3.0,3.0,1.0,2.0,0.0,107.0,166.0,15.0
 Colonia Americana,44160,4350000.0,3.0,1.0,1.0,90.0,183.0,164.0,,
 Colonia Jardines de La Paz Norte,44860,5400000.0,3.0,4.0,2.0,0.0,138.0,292.0,,
 Colonia Lomas Del Paradero,44840,3800000.0,5.0,4.0,1.0,0.0,180.0,253.0,,
 Colonia Huentitán El Bajo,44250,550000.0,4.0,3.0,1.0,2.0,0.0,80.0,,
 Colonia Lomas de San Eugenio,44720,807800.0,3.0,1.0,1.0,2.0,0.0,90.0,90.0,
 Colonia El Rocio,44977,1115000.0,3.0,2.0,2.0,2.0,13.0,110.0,220.0,
 Colonia Bosques de La Victoria,44540,8150000.0,2.0,2.0,2.0,10.0,212.0,273.0,,
 Colonia La Perla,44360,3100000.0,5.0,3.0,2.0,1.0,133.0,223.0,,
 Colonia Colinas de San Javier,44660,53000000.0,5.0,5.0,9.0,47.0,2070.0,905.0,,
 Colonia Jardines del Country,44210,5850000.0,4.0,2.0,3.0,2.0,10.0,160.0,295.0,
 Colonia Bosques de La Victoria,44540,510000.0,3.0,2.0,2.0,1.0,0.0,140.0,300.0,
 Colonia Santa Elena Alcalde Poniente,44220,2650000.0,4.0,3.0,2.0,0.0,84.0,,,
 Colonia San Miguel de Huentitán El Alto 3a Secc,44390,1169806.0,3.0,1.0,0.0,110.0,,,,
 Guadalajara,44398,3180000.0,4.0,3.0,1.0,0.0,90.0,135.0,,
 Colonia Jardines del Bosque Centro,44520,10300000.0,4.0,3.0,4.0,0.0,360.0,601.0,,
 Colonia Colinas de San Javier,44660,52000000.0,4.0,9.0,8.0,0.0,1500.0,800.0,,
 Colonia Santa Teresita,44600,2600000.0,3.0,2.0,2.0,35.0,100.0,115.0,,
 Colonia Lomas de Guevara,44657,13000000.0,4.0,4.0,5.0,0.0,225.0,506.0,,
 Colonia Terranova,44689,25800000.0,6.0,6.0,6.0,44.0,933.0,944.0,,
 Colonia Vicente Guerrero,44330,1101500.0,4.0,2.0,2.0,0.0,142.0,,,
 Colonia Comercial Abastos,44530,9350000.0,4.0,4.0,4.0,10.0,264.0,307.0,,
 Colonia Atlas,44870,3390000.0,3.0,2.0,2.0,0.0,102.0,146.0,,
 Colonia Guadalajara Centro,44100,1500000.0,4.0,2.0,0.0,125.0,,,,
 Colonia Jardines del Bosque Centro,44520,11000000.0,5.0,5.0,2.0,1.0,0.0,500.0,500.0,
 Guadalajara,44657,29000000.0,3.0,3.0,3.0,0.0,697.0,628.0,,
 Colonia Americana,44160,10500000.0,3.0,2.0,2.0,2.0,35.0,361.0,251.0,
 Colonia Providencia 2a Secc,44630,9500000.0,4.0,3.0,2.0,0.0,265.0,400.0,,
 Colonia San Carlos,44460,2550000.0,2.0,2.0,6.0,1.0,22.0,178.0,,
 Colonia Lomas Del Country,44610,8000000.0,3.0,1.0,2.0,3.0,55.0,196.0,160.0,55.0
 Colonia Lomas Independencia,44350,2295000.0,5.0,2.0,1.0,2.0,55.0,123.0,160.0,
 Zapopan,44560,9000000.0,5.0,4.0,6.0,35.0,357.0,420.0,,
 Colonia Alcalde Barranquitas,44270,3480000.0,0.0,59.0,100.0,,,,,
 Colonia Barrera,44150,9790000.0,4.0,3.0,1.0,43.0,225.0,234.0,,
 Colonia Jardines del Bosque Norte,44520,6300000.0,4.0,3.0,1.0,2.0,0.0,189.0,273.0,
 Colonia San Juan Bosco,44730,3950000.0,3.0,3.0,2.0,3.0,8.0,140.0,188.0,
 Colonia Italia Providencia,44648,9990000.0,4.0,3.0,3.0,32.0,250.0,322.0,,
 Colonia Jardines del Bosque Norte,44520,23900000.0,6.0,4.0,8.0,0.0,1200.0,800.0,,
 Colonia Jardines de los Arcos,44500,7850000.0,2.0,2.0,3.0,1.0,40.0,248.0,210.0,
 Colonia Huentitán El Bajo,44250,620000.0,3.0,2.0,1.0,2.0,0.0,161.0,322.0,
 Colonia Jardines del Country,44210,7100000.0,6.0,5.0,2.0,2.0,0.0,176.0,320.0,
 Colonia Guadalajara Centro,44100,8500000.0,5.0,2.0,0.0,425.0,572.0,,,
 Colonia Jardines de La Paz,44860,770000.0,3.0,1.0,1.0,2.0,16.0,143.0,180.0,50.0
 Colonia Mezquitan Country,44260,4200000.0,5.0,3.0,1.0,2.0,1.0,101.0,191.0,
 Colonia Circunvalación Guevara,44680,9300000.0,5.0,5.0,4.0,2.0,41.0,206.0,320.0,
